event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2014,March,Friday,17,Person in Crisis,D23,Yes,131
2014,September,Sunday,23,Person in Crisis,D12,No,113
2015,August,Thursday,7,Overdose,D23,No,71
2015,February,Tuesday,0,Person in Crisis,D42,No,34
2015,July,Saturday,10,Person in Crisis,D51,Yes,58
2014,June,Friday,2,Suicide-related,D42,Yes,48
2014,March,Wednesday,10,Person in Crisis,D32,No,34
2014,January,Friday,14,Person in Crisis,D42,No,24
2015,July,Thursday,10,Suicide-related,D55,No,117
2015,March,Sunday,8,Overdose,D32,No,32
2015,September,Monday,9,Suicide-related,D41,No,1
2015,November,Tuesday,3,Suicide-related,D43,Yes,34
2014,February,Friday,1,Suicide-related,D11,Yes,134
2015,February,Sunday,18,Overdose,D42,No,9
2015,March,Tuesday,0,Person in Crisis,D22,Yes,21
2014,January,Thursday,17,Overdose,D55,No,14
2014,December,Monday,13,Person in Crisis,D22,No,57
2014,January,Sunday,8,Person in Crisis,D51,No,12
2014,March,Sunday,11,Overdose,D23,No,13
2014,September,Thursday,3,Person in Crisis,D51,No,14
2015,October,Tuesday,8,Suicide-related,D53,No,1
2014,June,Friday,4,Person in Crisis,D41,Yes,109
2014,March,Saturday,11,Suicide-related,D23,No,2
2015,October,Saturday,0,Person in Crisis,D43,No,50
2014,August,Wednesday,23,Person in Crisis,D31,Yes,115
2014,November,Wednesday,7,Suicide-related,D42,No,132
2015,August,Tuesday,16,Overdose,D31,No,58
2015,October,Monday,5,Overdose,D13,No,28
2014,December,Saturday,10,Person in Crisis,D23,No,59
2014,March,Sunday,15,Person in Crisis,D11,Yes,49
2014,December,Monday,17,Suicide-related,D22,No,95
2015,April,Monday,13,Person in Crisis,D33,No,111
2014,March,Saturday,12,Person in Crisis,D32,No,35
2015,December,Sunday,18,Overdose,D14,No,130
2014,May,Tuesday,15,Overdose,D43,No,79
2014,December,Thursday,0,Person in Crisis,D41,No,112
2014,March,Monday,8,Person in Crisis,D11,No,118
2014,September,Monday,9,Overdose,D53,Yes,3
2015,September,Tuesday,5,Overdose,D55,No,112
2014,November,Sunday,1,Overdose,D41,No,78
2015,December,Thursday,23,Person in Crisis,D32,No,96
2015,May,Thursday,2,Suicide-related,D53,No,68
2014,December,Saturday,18,Suicide-related,D31,Yes,2
2014,November,Thursday,9,Overdose,D55,No,72
2014,April,Sunday,2,Suicide-related,D43,No,97
2015,February,Saturday,22,Suicide-related,D23,No,15
2014,March,Friday,22,Suicide-related,D32,Yes,114
2014,December,Thursday,21,Overdose,D52,No,56
2015,November,Saturday,5,Person in Crisis,D11,No,57
2014,November,Wednesday,3,Suicide-related,D54,No,66
2015,January,Tuesday,4,Person in Crisis,D31,No,20
2014,February,Saturday,23,Overdose,D52,No,59
2014,February,Saturday,7,Suicide-related,D42,No,9
2014,April,Sunday,21,Overdose,D33,No,117
2015,February,Friday,0,Person in Crisis,D31,Yes,31
2014,February,Wednesday,10,Person in Crisis,D11,No,24
2014,August,Monday,17,Suicide-related,D55,No,66
2015,September,Saturday,14,Suicide-related,D41,No,79
2014,June,Tuesday,13,Person in Crisis,D43,No,103
2014,January,Sunday,13,Suicide-related,D32,No,12
2015,July,Tuesday,17,Person in Crisis,D14,No,59
2015,February,Wednesday,6,Suicide-related,D13,No,39
2014,February,Saturday,18,Person in Crisis,D55,No,33
2014,April,Saturday,19,Person in Crisis,D23,No,44
2014,February,Monday,8,Person in Crisis,D33,No,138
2014,February,Friday,23,Person in Crisis,D52,No,121
2015,September,Friday,18,Overdose,D55,No,126
2014,December,Saturday,17,Suicide-related,D42,No,88
2014,January,Wednesday,22,Overdose,D14,No,16
2014,December,Friday,19,Suicide-related,D31,Yes,112
2015,April,Thursday,19,Suicide-related,D23,No,91
2014,January,Saturday,21,Person in Crisis,D32,No,132
2014,October,Saturday,11,Person in Crisis,D12,No,80
2014,July,Saturday,19,Suicide-related,D32,No,60
2014,February,Sunday,13,Suicide-related,D51,No,120
2015,July,Wednesday,22,Person in Crisis,D51,No,50
2015,March,Saturday,8,Suicide-related,D42,No,80
2015,April,Tuesday,10,Suicide-related,D11,No,49
2014,December,Monday,19,Person in Crisis,D43,Yes,32
2015,October,Tuesday,1,Suicide-related,D22,Yes,136
2015,August,Tuesday,5,Person in Crisis,D52,No,74
2015,September,Sunday,0,Person in Crisis,D53,No,114
2015,February,Tuesday,3,Suicide-related,D52,Yes,24
2014,April,Wednesday,16,Overdose,D11,No,126
2014,May,Tuesday,3,Overdose,D14,No,135
2014,February,Thursday,23,Person in Crisis,D54,No,121
2014,January,Friday,20,Overdose,D11,No,48
2014,August,Tuesday,23,Overdose,D32,No,46
2015,November,Sunday,9,Person in Crisis,D13,No,76
2015,February,Wednesday,3,Person in Crisis,D31,Yes,71
2015,August,Thursday,16,Suicide-related,D12,No,46
2015,January,Saturday,7,Overdose,D41,No,105
2015,October,Wednesday,9,Overdose,D54,No,83
2015,January,Tuesday,0,Person in Crisis,D11,No,138
2015,April,Thursday,14,Person in Crisis,D32,No,11
2014,January,Friday,17,Person in Crisis,D12,No,9
2014,September,Sunday,2,Person in Crisis,D54,No,28
2014,January,Friday,15,Person in Crisis,D51,No,113
2015,April,Saturday,0,Overdose,D31,No,132
2014,November,Friday,21,Person in Crisis,D32,No,75
2015,July,Sunday,1,Overdose,D14,Yes,32
2015,December,Tuesday,1,Person in Crisis,D43,Yes,4
2014,July,Wednesday,23,Suicide-related,D43,No,118
2015,April,Tuesday,23,Suicide-related,D33,Yes,68
2015,November,Saturday,7,Overdose,D32,No,24
2014,July,Monday,23,Suicide-related,D14,No,58
2014,December,Saturday,0,Suicide-related,D43,Yes,11
2014,July,Tuesday,15,Suicide-related,D31,No,93
2015,December,Sunday,10,Person in Crisis,D53,Yes,125
2014,December,Saturday,2,Overdose,D43,No,120
2014,March,Friday,16,Suicide-related,D13,Yes,99
2014,December,Thursday,2,Person in Crisis,D31,No,71
2014,December,Tuesday,17,Suicide-related,D54,No,83
2015,March,Thursday,7,Suicide-related,D12,No,3
2015,June,Monday,14,Overdose,D32,No,127
2014,June,Tuesday,8,Overdose,D23,Yes,81
2014,July,Tuesday,14,Overdose,D12,No,139
2015,April,Friday,23,Person in Crisis,D14,No,3
2015,October,Wednesday,9,Person in Crisis,D12,No,24
2014,May,Monday,18,Person in Crisis,D52,Yes,127
2015,May,Sunday,8,Suicide-related,D51,No,8
2015,September,Tuesday,10,Suicide-related,D23,No,65
2014,March,Sunday,12,Person in Crisis,D41,No,123
2015,December,Friday,14,Suicide-related,D22,No,8
2015,May,Saturday,10,Suicide-related,D43,No,12
2015,September,Monday,13,Person in Crisis,D54,No,64
2015,January,Friday,14,Person in Crisis,D31,No,48
2015,December,Saturday,19,Person in Crisis,D55,No,69
2015,March,Saturday,23,Overdose,D32,Yes,115
2014,December,Sunday,4,Person in Crisis,D11,No,11
2014,August,Friday,10,Suicide-related,D41,No,49
2015,May,Tuesday,17,Overdose,D54,No,38
2015,August,Monday,23,Suicide-related,D22,No,85
2014,April,Wednesday,20,Overdose,D54,No,79
2015,October,Saturday,7,Suicide-related,D14,No,88
2015,July,Saturday,9,Suicide-related,D12,Yes,72
2015,May,Friday,0,Person in Crisis,D53,No,88
2015,March,Tuesday,10,Overdose,D11,No,73
2015,November,Tuesday,6,Person in Crisis,D13,No,88
2015,April,Saturday,19,Person in Crisis,D53,No,30
2015,May,Wednesday,9,Overdose,D43,No,68
2014,January,Wednesday,1,Overdose,D32,Yes,77
2014,May,Saturday,16,Suicide-related,D14,No,47
2014,August,Friday,19,Suicide-related,D51,No,67
2014,October,Tuesday,16,Overdose,D14,No,77
2014,December,Monday,17,Overdose,D12,No,40
2014,April,Wednesday,6,Person in Crisis,D32,No,124
2014,April,Wednesday,14,Person in Crisis,D41,No,47
2015,February,Wednesday,9,Suicide-related,D14,No,62
2014,December,Thursday,6,Overdose,D55,No,1
2015,July,Tuesday,7,Overdose,D41,No,60
2015,April,Tuesday,22,Suicide-related,D14,Yes,39
2014,July,Sunday,23,Overdose,D43,Yes,88
2015,August,Saturday,14,Suicide-related,D51,No,101
2015,July,Thursday,13,Suicide-related,D42,No,49
2015,August,Sunday,21,Overdose,D12,No,29
2014,October,Tuesday,23,Overdose,D41,No,117
2015,July,Tuesday,4,Suicide-related,D11,No,102
2015,June,Monday,2,Overdose,D53,No,73
2014,February,Monday,17,Overdose,D43,No,118
2014,July,Wednesday,21,Suicide-related,D54,No,2
2014,February,Monday,1,Suicide-related,D31,No,113
2014,January,Wednesday,0,Overdose,D11,No,73
2015,March,Wednesday,10,Overdose,D53,No,45
2014,September,Thursday,0,Overdose,D55,No,7
2015,March,Monday,3,Person in Crisis,D12,No,67
2014,July,Thursday,21,Suicide-related,D43,Yes,25
2015,April,Sunday,1,Person in Crisis,D54,Yes,133
2014,June,Friday,9,Suicide-related,D42,No,83
2015,August,Wednesday,2,Person in Crisis,D11,No,4
2015,December,Friday,23,Suicide-related,D51,No,30
2015,November,Sunday,13,Suicide-related,D51,No,101
2014,December,Thursday,13,Person in Crisis,D53,No,45
2015,December,Tuesday,1,Person in Crisis,D33,No,126
2015,January,Thursday,7,Overdose,D13,No,98
2014,October,Thursday,13,Suicide-related,D51,No,9
2014,April,Monday,22,Person in Crisis,D33,No,72
2015,May,Wednesday,6,Overdose,D43,No,8
2014,February,Thursday,13,Overdose,D52,Yes,138
2015,August,Saturday,11,Overdose,D31,No,103
2015,August,Tuesday,9,Overdose,D31,No,78
2014,June,Wednesday,2,Overdose,D12,No,127
2015,October,Monday,14,Person in Crisis,D11,Yes,85
2014,July,Monday,16,Person in Crisis,D43,No,111
2015,November,Tuesday,19,Person in Crisis,D54,No,20
2014,November,Wednesday,20,Suicide-related,D14,No,87
2015,May,Wednesday,23,Overdose,D23,No,139
2014,July,Tuesday,10,Suicide-related,D41,Yes,110
2015,July,Thursday,14,Suicide-related,D52,No,47
2015,May,Wednesday,19,Person in Crisis,D12,No,49
2015,December,Sunday,15,Overdose,D32,No,140
2015,May,Saturday,2,Suicide-related,D12,No,55
2015,June,Friday,7,Overdose,D55,Yes,43
2014,August,Tuesday,5,Overdose,D32,No,52
2015,October,Tuesday,7,Overdose,D12,No,126
2015,November,Friday,2,Overdose,D42,Yes,22
2015,February,Monday,10,Overdose,D42,No,97
2014,October,Friday,2,Person in Crisis,D54,No,92
2014,September,Wednesday,0,Person in Crisis,D33,No,65
2014,May,Wednesday,12,Person in Crisis,D51,No,89
2014,September,Tuesday,12,Person in Crisis,D22,No,18
2015,July,Monday,14,Suicide-related,D52,No,108
2015,June,Saturday,7,Suicide-related,D13,No,76
2015,April,Saturday,21,Suicide-related,D43,No,103
2014,May,Wednesday,20,Suicide-related,D12,No,119
2014,September,Monday,22,Person in Crisis,D52,Yes,76
2015,March,Tuesday,19,Suicide-related,D54,No,136
2014,September,Monday,10,Person in Crisis,D54,No,95
2014,January,Sunday,15,Overdose,D22,No,87
2014,November,Wednesday,22,Overdose,D32,No,8
2015,April,Sunday,3,Suicide-related,D53,No,4
2015,September,Thursday,19,Overdose,D13,No,26
2015,March,Saturday,8,Overdose,D11,No,79
2014,November,Thursday,20,Overdose,D31,Yes,109
2015,March,Monday,14,Overdose,D42,No,7
2014,August,Thursday,1,Overdose,D12,Yes,119
2014,August,Tuesday,7,Person in Crisis,D33,No,95
2015,December,Thursday,0,Person in Crisis,D54,No,109
2014,December,Sunday,4,Person in Crisis,D51,No,95
2014,August,Sunday,13,Suicide-related,D33,No,109
2014,April,Sunday,16,Person in Crisis,D42,Yes,110
2014,April,Tuesday,19,Overdose,D54,No,7
2015,April,Wednesday,14,Person in Crisis,D52,No,63
2014,October,Wednesday,1,Overdose,D14,No,70
2014,April,Friday,15,Person in Crisis,D43,No,59
2015,December,Wednesday,5,Overdose,D12,No,22
2014,September,Friday,3,Overdose,D54,No,72
2015,June,Wednesday,10,Overdose,D12,No,106
2014,October,Tuesday,0,Suicide-related,D23,No,111
2014,August,Wednesday,0,Person in Crisis,D41,No,52
2015,November,Monday,4,Person in Crisis,D23,No,115
2015,February,Saturday,9,Person in Crisis,D11,No,37
2014,January,Sunday,17,Suicide-related,D32,Yes,7
2015,January,Thursday,11,Person in Crisis,D12,Yes,53
2014,November,Friday,5,Person in Crisis,D52,No,60
2015,June,Tuesday,15,Suicide-related,D31,Yes,41
2015,May,Thursday,6,Overdose,D13,No,102
2014,August,Saturday,17,Person in Crisis,D43,No,139
2014,September,Saturday,22,Overdose,D42,No,92
2014,August,Wednesday,5,Person in Crisis,D22,No,2
2015,October,Wednesday,8,Person in Crisis,D43,No,1
2014,July,Monday,10,Person in Crisis,D22,No,5
2014,April,Wednesday,20,Overdose,D43,No,114
2015,January,Thursday,15,Suicide-related,D51,No,65
2014,February,Saturday,5,Person in Crisis,D42,No,39
2014,August,Sunday,7,Suicide-related,D53,No,68
2015,August,Sunday,12,Overdose,D42,No,37
2015,January,Thursday,17,Overdose,D42,No,88
2015,January,Tuesday,5,Overdose,D12,No,113
2015,December,Friday,12,Person in Crisis,D41,No,129
2014,March,Tuesday,2,Overdose,D43,No,14
2014,December,Saturday,17,Suicide-related,D53,No,86
2015,May,Saturday,23,Suicide-related,D41,No,30
2014,July,Monday,8,Suicide-related,D51,Yes,30
2015,January,Sunday,9,Suicide-related,D12,No,125
2014,December,Saturday,9,Person in Crisis,D14,No,128
2014,May,Saturday,2,Person in Crisis,D11,No,97
2015,December,Thursday,19,Person in Crisis,D55,No,110
2014,December,Thursday,6,Person in Crisis,D11,No,128
2015,March,Saturday,1,Overdose,D23,Yes,134
2015,May,Monday,13,Suicide-related,D51,No,124
2014,April,Saturday,15,Suicide-related,D11,No,62
2015,May,Friday,5,Suicide-related,D11,Yes,37
2014,April,Saturday,19,Suicide-related,D13,No,24
2015,October,Monday,3,Person in Crisis,D22,No,116
2014,May,Tuesday,18,Suicide-related,D43,No,55
2015,May,Saturday,22,Suicide-related,D23,Yes,80
2015,November,Monday,18,Overdose,D32,Yes,16
2014,September,Saturday,1,Overdose,D14,No,61
2015,November,Tuesday,13,Suicide-related,D22,No,98
2015,January,Tuesday,12,Person in Crisis,D31,No,86
2015,April,Sunday,22,Overdose,D12,No,38
2014,July,Monday,20,Suicide-related,D31,No,121
2015,September,Friday,2,Suicide-related,D13,No,43
2015,February,Monday,12,Suicide-related,D55,No,13
2015,September,Friday,22,Suicide-related,D42,No,58
2015,June,Friday,14,Person in Crisis,D22,No,113
2015,May,Thursday,3,Suicide-related,D42,Yes,17
2015,June,Wednesday,4,Suicide-related,D53,Yes,35
2015,September,Friday,2,Suicide-related,D31,No,134
2015,July,Tuesday,2,Suicide-related,D52,No,69
2015,August,Monday,12,Person in Crisis,D32,Yes,87
2014,February,Monday,14,Suicide-related,D22,No,112
2015,August,Tuesday,23,Person in Crisis,D54,No,45
2015,December,Monday,11,Person in Crisis,D43,No,113
2014,March,Sunday,22,Person in Crisis,D11,No,72
2015,July,Friday,5,Suicide-related,D12,No,122
2015,August,Wednesday,11,Overdose,D31,No,86
2014,September,Saturday,17,Suicide-related,D11,No,69
2014,January,Monday,12,Person in Crisis,D53,No,110
2015,October,Thursday,21,Overdose,D31,No,14
2014,January,Monday,11,Person in Crisis,D32,No,2
2014,September,Wednesday,13,Person in Crisis,D14,No,87
2015,August,Thursday,23,Overdose,D12,No,30
2015,November,Sunday,5,Suicide-related,D43,No,77
2015,November,Saturday,10,Person in Crisis,D43,No,28
2014,October,Thursday,20,Suicide-related,D55,No,131
2014,April,Friday,15,Person in Crisis,D14,No,38
2014,January,Sunday,11,Person in Crisis,D41,No,39
2015,November,Wednesday,20,Suicide-related,D41,No,77
2014,June,Monday,16,Suicide-related,D22,No,132
2015,February,Wednesday,21,Overdose,D12,No,111
2015,January,Thursday,14,Person in Crisis,D11,Yes,108
2015,November,Saturday,3,Person in Crisis,D42,Yes,27
2015,April,Tuesday,9,Person in Crisis,D33,No,130
2015,November,Friday,16,Overdose,D53,No,45
2014,April,Saturday,19,Person in Crisis,D52,No,33
2014,May,Thursday,13,Person in Crisis,D12,No,10
2015,March,Thursday,9,Overdose,D54,No,133
2014,February,Wednesday,20,Person in Crisis,D51,Yes,132
2014,September,Tuesday,15,Person in Crisis,D33,Yes,62
2015,August,Saturday,11,Suicide-related,D43,Yes,33
2015,April,Friday,3,Person in Crisis,D54,Yes,82
2014,November,Saturday,15,Overdose,D54,No,33
2015,August,Wednesday,3,Suicide-related,D11,No,71
2014,December,Monday,16,Suicide-related,D13,No,71
2014,March,Saturday,0,Suicide-related,D51,No,18
2015,July,Monday,7,Person in Crisis,D52,Yes,19
2014,January,Monday,0,Overdose,D11,No,80
2015,May,Monday,15,Overdose,D13,No,112
2014,September,Saturday,15,Person in Crisis,D54,Yes,56
2014,April,Monday,19,Suicide-related,D53,No,80
2015,December,Friday,19,Overdose,D13,No,121
2015,March,Thursday,9,Person in Crisis,D14,No,65
2015,April,Sunday,8,Person in Crisis,D52,No,73
2015,June,Thursday,9,Suicide-related,D54,No,20
2014,August,Tuesday,10,Person in Crisis,D11,No,59
2015,September,Monday,11,Overdose,D23,No,68
2015,January,Friday,1,Suicide-related,D23,No,68
2015,November,Monday,7,Person in Crisis,D52,No,86
2015,September,Monday,15,Suicide-related,D13,No,112
2014,December,Monday,5,Person in Crisis,D31,No,96
2014,September,Thursday,17,Suicide-related,D22,Yes,61
2014,December,Friday,0,Suicide-related,D23,No,106
2015,August,Tuesday,13,Person in Crisis,D55,No,9
2014,January,Tuesday,7,Suicide-related,D12,Yes,79
2015,March,Saturday,23,Person in Crisis,D32,No,49
2015,September,Sunday,11,Person in Crisis,D41,Yes,29
2014,November,Tuesday,5,Person in Crisis,D32,Yes,54
2014,July,Sunday,9,Suicide-related,D41,No,128
2014,July,Monday,7,Suicide-related,D52,Yes,46
2014,December,Saturday,20,Overdose,D23,No,93
2015,September,Thursday,12,Person in Crisis,D32,No,83
2014,September,Thursday,5,Person in Crisis,D12,No,52
2014,November,Thursday,22,Person in Crisis,D41,No,72
2014,January,Saturday,5,Suicide-related,D54,Yes,99
2014,April,Friday,2,Person in Crisis,D31,No,77
2014,September,Tuesday,9,Suicide-related,D51,Yes,125
2014,April,Sunday,11,Suicide-related,D11,No,134
2014,September,Thursday,18,Suicide-related,D13,No,70
2015,April,Saturday,17,Suicide-related,D31,No,34
2015,September,Friday,0,Suicide-related,D43,No,71
2014,December,Sunday,18,Suicide-related,D23,No,89
2014,December,Wednesday,15,Suicide-related,D52,No,55
2015,April,Saturday,2,Overdose,D11,No,134
2014,January,Saturday,23,Suicide-related,D11,No,139
2015,May,Thursday,16,Person in Crisis,D14,No,124
2014,August,Tuesday,1,Overdose,D11,Yes,74
2015,May,Sunday,23,Suicide-related,D53,No,139
2014,May,Saturday,23,Suicide-related,D13,No,19
2014,February,Tuesday,6,Person in Crisis,D11,No,44
2015,March,Monday,14,Person in Crisis,D51,No,61
2015,December,Friday,1,Overdose,D31,No,66
2015,October,Friday,20,Overdose,D52,No,69
2015,June,Friday,13,Suicide-related,D33,No,116
2014,April,Sunday,13,Overdose,D33,No,94
2015,April,Thursday,4,Person in Crisis,D32,No,19
2014,December,Friday,17,Person in Crisis,D32,No,130
2014,November,Friday,6,Suicide-related,D43,No,19
2014,April,Wednesday,2,Overdose,D22,No,94
2015,June,Tuesday,6,Overdose,D13,No,40
2014,December,Tuesday,22,Suicide-related,D32,No,101
2015,July,Tuesday,20,Overdose,D12,No,135
2014,May,Monday,23,Person in Crisis,D51,Yes,46
2015,July,Sunday,16,Suicide-related,D31,No,125
2014,April,Thursday,10,Person in Crisis,D33,No,15
2014,September,Friday,21,Suicide-related,D51,No,56
2014,July,Friday,3,Overdose,D23,No,75
2014,April,Friday,2,Overdose,D55,Yes,68
2015,November,Tuesday,6,Overdose,D12,No,23
2015,May,Sunday,16,Person in Crisis,D31,No,37
2015,June,Sunday,0,Suicide-related,D51,No,53
2015,January,Monday,14,Person in Crisis,D33,No,2
2014,April,Sunday,11,Suicide-related,D52,No,85
2015,November,Saturday,23,Overdose,D51,No,105
2015,March,Monday,9,Person in Crisis,D55,No,104
2015,August,Sunday,15,Person in Crisis,D14,No,56
2015,April,Saturday,10,Suicide-related,D31,No,126
2015,April,Friday,2,Overdose,D42,No,71
2015,January,Tuesday,5,Suicide-related,D22,No,115
2015,April,Thursday,22,Person in Crisis,D41,No,38
2015,June,Friday,20,Suicide-related,D11,Yes,39
2014,May,Thursday,0,Overdose,D33,No,38
2015,June,Saturday,21,Overdose,D31,Yes,124
2014,October,Saturday,9,Person in Crisis,D33,No,22
2014,January,Sunday,13,Overdose,D22,Yes,127
2014,October,Monday,3,Person in Crisis,D22,Yes,49
2015,August,Tuesday,13,Person in Crisis,D41,No,111
2014,October,Monday,19,Person in Crisis,D52,No,58
2015,September,Wednesday,13,Person in Crisis,D54,No,35
2014,November,Wednesday,20,Person in Crisis,D43,No,57
2015,August,Tuesday,3,Person in Crisis,D32,No,76
2014,February,Monday,6,Person in Crisis,D41,No,108
2015,August,Wednesday,4,Overdose,D22,No,48
2015,February,Friday,10,Overdose,D13,No,89
2014,November,Wednesday,21,Suicide-related,D55,No,4
2015,December,Wednesday,10,Person in Crisis,D14,No,104
2015,February,Friday,14,Suicide-related,D12,No,93
2015,August,Monday,5,Overdose,D41,Yes,128
2014,June,Saturday,13,Overdose,D54,No,27
2014,February,Sunday,15,Suicide-related,D51,No,37
2015,December,Thursday,0,Suicide-related,D41,No,24
